id,prk_place_nm,prk_style,prk_type,location,address,prk_charge_info,rating,five_days_system,open_days,weekday_open_hhmm,weekday_colse_hhmm,sat_oper_open_hhmm,sat_close_hhmm,holiday_open_hhmm,holiday_close_hhmm,fee,basic_time,basic_fee,additional_time,additional_fee,daily_ticket_applicable_time,daily_ticket_fee,monthly_pass_fee,payment_method,special_notes,management_agency,phone_number,data_standard_date
276,자갈치 공영주차장,공영,노외,부산광역시 중구 구덕로 93,부산광역시 중구 남포동6가 118,149,1,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,700,10,700,5,21000,310000,현금+신용카드,경차 50프로 할인+장애인 차량 50프로 할인,부산광역시 중구청,051-600-4556,2023-05-15
277,보수동 오르미 공영주차장,공영,노외,부산광역시 중구 법수길 52,부산광역시 중구 보수동1가 41-45,60,4,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,4,2400,52000,현금+신용카드,경차 50프로 할인+장애인 차량 50프로 할인,부산광역시 중구청,051-600-4556,2023-05-15
278,중앙동 교보생명 옆 공영주차장,공영,노상,부산광역시 중구 중앙대로116번길 12,부산광역시 중구 중앙동4가 85-1,40,1,요일제,평일,9:00,20:00,0:00,0:00,0:00,0:00,유료,10,500,10,500,0,0,0,현금,경차 50프로 할인+장애인 차량 50프로 할인,부산광역시 중구청,051-600-4556,2023-05-15
279,중부소방서 뒤 공영주차장,공영,노상,부산광역시 중구 중앙대로 130,부산광역시 중구 중앙동4가 82-1,40,1,요일제,평일,9:00,20:00,0:00,0:00,0:00,0:00,유료,10,500,10,500,0,0,0,현금,경차 50프로 할인+장애인 차량 50프로 할인,부산광역시 중구청,051-600-4556,2023-05-15
280,중앙동 객화차담 밑 공영주차장,공영,노상,부산광역시 중구 충장대로13번길 40,부산광역시 중구 중앙동4가 90-1,68,1,요일제,평일,9:00,20:00,0:00,0:00,0:00,0:00,유료,10,500,10,500,0,0,0,현금,경차 50프로 할인+장애인 차량 50프로 할인,부산광역시 중구청,051-600-4556,2023-05-15
281,중앙동 마린센터 공영주차장,공영,노상,부산광역시 중구 충장대로5번길 72,부산광역시 중구 중앙동4가 75-1,45,1,요일제,평일,9:00,20:00,0:00,0:00,0:00,0:00,유료,10,500,10,500,0,0,0,현금,경차 50프로 할인+장애인 차량 50프로 할인,부산광역시 중구청,051-600-4556,2023-05-15
282,중앙동 KT 뒤 공영주차장,공영,노상,부산광역시 중구 충장대로5번길 69,부산광역시 중구 중앙동4가 76-7,49,1,요일제,평일,9:00,20:00,0:00,0:00,0:00,0:00,유료,10,500,10,500,0,0,0,현금,경차 50프로 할인+장애인 차량 50프로 할인,부산광역시 중구청,051-600-4556,2023-05-15
283,부산데파트 뒤 공영주차장,공영,노상,부산광역시 중구 해관로 41-2,부산광역시 중구 중앙동2가 49-31,71,1,요일제,평일+토요일+공휴일,9:00,20:00,9:00,20:00,9:00,20:00,유료,10,500,10,500,0,0,0,현금,경차 50프로 할인+장애인 차량 50프로 할인,부산광역시 중구청,051-600-4556,2023-05-15
284,부산우체국 뒤 공영주차장,공영,노상,부산광역시 중구 해관로 63-1,부산광역시 중구 중앙동4가 63-1,33,1,요일제,평일+토요일+공휴일,9:00,20:00,9:00,20:00,9:00,20:00,유료,10,500,10,500,0,0,0,현금,경차 50프로 할인+장애인 차량 50프로 할인,부산광역시 중구청,051-600-4556,2023-05-15
285,덕천3동 공영주차장,공영,노외,-,부산광역시 북구 덕천동 139-3,126,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,24,2400,52000,현금+카드,주차관제,부산광역시 북구청,051-309-4505,2023-06-20
286,구포축산물도매시장 고객주차장,공영,노외,-,부산광역시 북구 구포동 1187-4,44,3,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,200,10,200,24,4700,90000,현금+카드,주차관제,부산광역시 북구청,051-309-4505,2023-06-20
287,덕천2동,공영,노외,-,부산광역시 북구 덕천동 346-1,31,3,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,200,10,200,24,4700,60000,현금+카드,주차관제,부산광역시 북구청,051-309-4505,2023-06-20
288,대천천마을공동주차장,공영,노외,-,부산광역시 북구 화명동 174-4,73,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,24,2400,52000,현금,-,부산광역시 북구청,051-309-4505,2023-06-20
289,만덕동심공원,공영,노외,-,부산광역시 북구 만덕동 872-3,32,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,200,10,200,24,4700,52000,카드,주차관제,부산광역시 북구청,051-309-4505,2023-06-20
290,구포2동,공영,노외,-,부산광역시 북구 구포동 969-4,52,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,200,10,200,24,4700,52000,카드,주차관제,부산광역시 북구청,051-309-4505,2023-06-20
291,만덕1동,공영,노외,-,부산광역시 북구 만덕동 642-14,50,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,200,10,200,24,4700,52000,카드,주차관제,부산광역시 북구청,051-309-4505,2023-06-20
292,물소리공원,공영,노외,-,부산광역시 북구 만덕동 642-14,32,3,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,200,10,200,24,4700,90000,카드,주차관제,부산광역시 북구청,051-309-4505,2023-06-20
293,광복로 부평동구간 공영주차장,공영,노상,부산광역시 중구 광복로 13,부산광역시 중구 부평동1가 35-11,17,1,요일제,평일+토요일+공휴일,10:00,21:00,10:00,21:00,10:00,21:00,유료,10,700,10,700,0,0,0,현금,경차 50프로 할인+장애인 차량 50프로 할인,부산광역시 중구청,051-600-4556,2023-05-15
294,보수복개천 공영주차장,공영,노상,부산광역시 중구 보수대로 42,부산광역시 중구 부평동3가 58-3,24,2,요일제,평일,9:00,20:00,0:00,0:00,0:00,0:00,유료,10,300,10,300,4.5,8000,90000,현금,경차 50프로 할인+장애인 차량 50프로 할인,부산광역시 중구청,051-600-4556,2023-05-15
295,자갈치시장 앞 공영주차장,공영,노상,부산광역시 중구 자갈치해안로 52,부산광역시 중구 남포동4가 37-1,30,1,요일제,평일+토요일+공휴일,10:00,21:00,10:00,21:00,10:00,21:00,유료,10,700,10,700,0,0,0,현금+신용카드,경차 50프로 할인+장애인 차량 50프로 할인,부산광역시 중구청,051-600-4556,2023-05-15
296,건어물시장 공영주차장,공영,노상,부산광역시 중구 구덕로 19-1,부산광역시 중구 남포동4가 37-3,8,1,요일제,평일+토요일+공휴일,8:00,19:00,8:00,19:00,8:00,19:00,유료,10,700,10,700,0,0,0,현금+신용카드,경차 50프로 할인+장애인 차량 50프로 할인,부산광역시 중구청,051-600-4556,2023-05-15
297,중앙동 공영주차장,공영,노외,부산광역시 중구 대청로135번길 36,부산광역시 중구 중앙동4가 52-3,29,1,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,500,10,500,5,15000,240000,현금+신용카드,경차 50프로 할인+장애인 차량 50프로 할인,부산광역시 중구청,051-600-4556,2023-05-15
298,영주 공영주차장,공영,노외,부산광역시 중구 동영로 58,부산광역시 중구 영주동 462-51,43,4,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,4,2400,52000,현금,경차 50프로 할인+장애인 차량 50프로 할인,부산광역시 중구청,051-600-4556,2023-05-15
299,용두산 공영주차장,공영,노외,부산광역시 중구 대청로 120,부산광역시 중구 대청동1가 43-1,292,1,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,500,10,500,5,15000,240000,현금+신용카드,경차 50프로 할인+장애인 차량 50프로 할인,부산광역시 중구청,051-600-4556,2023-05-15
300,낙동,공영,노외,-,부산광역시 북구 구포동 1190,46,3,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,200,10,200,24,4700,90000,현금,-,부산광역시 북구청,051-309-4505,2023-06-20
301,동원,공영,노외,-,부산광역시 북구 만덕동 934,63,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,24,2400,52000,현금,-,부산광역시 북구청,051-309-4505,2023-06-20
302,대리천,공영,노외,-,부산광역시 북구 덕천동 732-5,179,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,300,10,300,24,8000,160000,현금+카드,주차관제,부산광역시 북구청,051-309-4505,2023-06-20
303,화명,공영,노외,-,부산광역시 북구 화명동 2126,37,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,24,2400,52000,현금,-,부산광역시 북구청,051-309-4505,2023-06-20
304,덕천,공영,노외,-,부산광역시 북구 덕천동 457-31,112,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,24,2400,52000,현금+카드,주차관제,부산광역시 북구청,051-309-4505,2023-06-20
305,신만덕사거리,공영,노외,-,부산광역시 북구 만덕동 872-1,18,3,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,200,10,200,24,4700,90000,현금,-,부산광역시 북구청,051-309-4505,2023-06-20
306,구포3동,공영,노외,-,부산광역시 북구 구포동 1248-10,81,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,24,2400,52000,현금+카드,주차관제,부산광역시 북구청,051-309-4505,2023-06-20
307,숙등공원,공영,노외,-,부산광역시 북구 덕천동 410-4,42,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,24,2400,52000,현금+카드,주차관제,부산광역시 북구청,051-309-4505,2023-06-20
308,삼성,공영,노외,-,부산광역시 북구 만덕동 783-4,31,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,24,2400,52000,현금,-,부산광역시 북구청,051-309-4505,2023-06-20
309,행복마을,공영,노외,-,부산광역시 북구 구포동 1083-3,31,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,24,2400,52000,현금,-,부산광역시 북구청,051-309-4505,2023-06-20
310,포천초교,공영,노외,-,부산광역시 북구 구포동 1231,89,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,24,2400,52000,현금+카드,주차관제,부산광역시 북구청,051-309-4505,2023-06-20
311,구포시장 고객전용,공영,노외,-,부산광역시 북구 구포동 596-13,79,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,300,10,300,24,8000,160000,현금+카드,주차관제,부산광역시 북구청,051-309-4505,2023-06-20
312,만덕3동,공영,노외,-,부산광역시 북구 만덕동 913-2,15,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,24,2400,52000,현금,-,부산광역시 북구청,051-309-4505,2023-06-20
313,경혜길,공영,노외,-,부산광역시 북구 구포동 1204-32,65,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,24,2400,52000,현금+카드,주차관제,부산광역시 북구청,051-309-4505,2023-06-20
314,모분재,공영,노외,-,부산광역시 북구 구포동 848,78,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,24,2400,52000,현금+카드,주차관제,부산광역시 북구청,051-309-4505,2023-06-20
315,시랑공원,공영,노외,-,부산광역시 북구 구포동 1214-39,28,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,24,2400,52000,현금,-,부산광역시 북구청,051-309-4505,2023-06-20
316,온천천복개도로노상공영주차장,공영,노상,부산광역시 금정구 범어천로 62,부산광역시 금정구 남산동 18-2,88,3,요일제,평일+토요일,8:00,20:00,8:00,15:00,0:00,0:00,유료,10,200,10,200,240,4700,50000,현금,경차|장애인차량 등 할인|감면적용,부산광역시 금정구청,051-519-4516,2023-05-02
317,금정농협앞노상공영주차장,공영,노상,부산광역시 금정구 금강로 717,부산광역시 금정구 남산동 320-19,11,3,요일제,평일+토요일,8:00,20:00,8:00,15:00,0:00,0:00,유료,10,200,10,200,240,4700,50000,현금,경차|장애인차량 등 할인|감면적용,부산광역시 금정구청,051-519-4516,2023-05-02
318,서1동제1공영주차장,공영,노외,부산광역시 금정구 서동로 103번길 39,부산광역시 금정구 서동 161-26,22,4,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,240,2400,52000,현금,경차|장애인차량 등 할인|감면적용,부산광역시 금정구청,051-519-4516,2023-05-02
319,서1동제2공영주차장,공영,노외,부산광역시 금정구 동현로 131,부산광역시 금정구 서동 509-2,87,4,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,240,2400,52000,현금,경차|장애인차량 등 할인|감면적용,부산광역시 금정구청,051-519-4516,2023-05-02
320,서1동제3공영주차장,공영,노외,부산광역시 금정구 명서로 41,부산광역시 금정구 서동 302-1973,80,4,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,240,2400,52000,현금,경차|장애인차량 등 할인|감면적용,부산광역시 금정구청,051-519-4516,2023-05-02
321,서1동제4공영주차장,공영,노외,부산광역시 금정구 서부로 109,부산광역시 금정구 부곡동 961,61,4,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,240,2400,52000,현금,경차|장애인차량 등 할인|감면적용,부산광역시 금정구청,051-519-4516,2023-05-02
322,서2동공영주차장,공영,노외,부산광역시 금정구 서동중심로 60-14,부산광역시 금정구 서동 200-3,73,3,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,200,10,200,240,4700,90000,현금,경차|장애인차량 등 할인|감면적용,부산광역시 금정구청,051-519-4516,2023-05-02
323,서2동오차로공영주차장,공영,노외,부산광역시 금정구 명서로 45번길 74,부산광역시 금정구 서동 302-1049,29,4,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,240,2400,52000,현금,경차|장애인차량 등 할인|감면적용,부산광역시 금정구청,051-519-4516,2023-05-02
324,서3동제1공영주차장,공영,노외,부산광역시 금정구 서금로 42-1,부산광역시 금정구 서동 37-7,38,4,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,240,2400,52000,현금,경차|장애인차량 등 할인|감면적용,부산광역시 금정구청,051-519-4516,2023-05-02
325,서3동제2공영주차장,공영,노외,부산광역시 금정구 서부로30번길 24,부산광역시 금정구 서동 410-3,29,3,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,200,10,200,240,4700,90000,현금,경차|장애인차량 등 할인|감면적용,부산광역시 금정구청,051-519-4516,2023-05-02
326,서3동제3공영주차장,공영,노외,부산광역시 금정구 서동로 103번길 92,부산광역시 금정구 서동 167-4,22,4,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,240,2400,52000,현금,경차|장애인차량 등 할인|감면적용,부산광역시 금정구청,051-519-4516,2023-05-02
327,서동미로시장공영주차장,공영,노외,-,부산광역시 금정구 서동 190-9,145,3,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,200,10,200,240,4700,90000,현금,경차|장애인차량 등 할인|감면적용,부산광역시 금정구청,051-519-4516,2023-05-02
328,부곡4동삼차로공영주차장,공영,노외,-,부산광역시 금정구 부곡동 737-165,70,4,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,240,2400,52000,현금,경차|장애인차량 등 할인|감면적용,부산광역시 금정구청,051-519-4516,2023-05-02
329,선동공영주차장,공영,노외,부산광역시 금정구 범어사로 307,부산광역시 금정구 청룡동 439-1,52,4,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,0,0,0,-,-,부산광역시 금정구청,051-519-4512,2023-05-02
330,오륜동공영주차장,공영,노외,부산광역시 금정구 범어사로 307,부산광역시 금정구 청룡동 439-1,47,4,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,0,0,0,-,-,부산광역시 금정구청,051-519-4512,2023-05-02
331,금샘공영주차장,공영,노외,부산광역시 금정구 기찰로 94,부산광역시 금정구 부곡동 200-103,75,4,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,240,2400,52000,현금,경차|장애인차량 등 할인|감면적용,부산광역시 금정구청,051-519-4516,2023-05-02
332,서3동제5공영주차장,공영,노외,-,부산광역시 금정구 서동 40-3,33,4,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,240,2400,52000,현금,경차|장애인차량 등 할인|감면적용,부산광역시 금정구청,051-519-4516,2023-05-02
333,금사동제1공영주차장,공영,노외,부산광역시 금정구 서곡로 20번길 121,부산광역시 금정구 금사동 527-3,49,4,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,240,2400,52000,현금,경차|장애인차량 등 할인|감면적용,부산광역시 금정구청,051-519-4516,2023-05-02
334,금사동제2공영주차장,공영,노외,부산광역시 금정구 금사로 85번길 10,부산광역시 금정구 금사동 388-8,32,4,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,240,2400,52000,현금,경차|장애인차량 등 할인|감면적용,부산광역시 금정구청,051-519-4516,2023-05-02
335,부곡2동공영주차장,공영,노외,부산광역시 금정구 부곡로 132,부산광역시 금정구 부곡동 294-20,78,3,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,200,10,200,240,4700,90000,현금,경차|장애인차량 등 할인|감면적용,부산광역시 금정구청,051-519-4516,2023-05-02
336,부곡4동공영주차장,공영,노외,부산광역시 금정구 서동로 55,부산광역시 금정구 부곡동 768-39,32,4,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,240,2400,52000,현금,경차|장애인차량 등 할인|감면적용,부산광역시 금정구청,051-519-4516,2023-05-02
337,온천장북측공영주차장,공영,노외,부산광역시 금정구 장전온천천로 48,부산광역시 금정구 부곡동 896-3,185,2,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,300,10,300,270,8000,160000,현금,경차|장애인차량 등 할인|감면적용,부산광역시 금정구청,051-519-4516,2023-05-02
338,남산동요산공영주차장,공영,노외,부산광역시 금정구 팔송로 51,부산광역시 금정구 남산동 967-1,46,3,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,200,10,200,240,4700,90000,현금,경차|장애인차량 등 할인|감면적용,부산광역시 금정구청,051-519-4516,2023-05-02
339,금샘로노상공영주차장,공영,노상,부산광역시 금정구 금샘로 553-1,부산광역시 금정구 남산동 970-1,173,4,요일제,평일+토요일,8:00,20:00,8:00,15:00,0:00,0:00,유료,10,100,10,100,240,2400,30000,현금,경차|장애인차량 등 할인|감면적용,부산광역시 금정구청,051-519-4516,2023-05-02
340,강동K주차장,민영,노외,-,"부산광역시 강서구 대저2동 3134-1,2108-1,2107-1",118,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
341,유통단지1로40번길공영주차장,공영,노외,-,부산광역시 강서구 대저2동 3135,58,4,요일제,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,무료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
342,부영주차장,민영,노외,-,부산광역시 강서구 대저2동 3903,23,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
343,보성주차장,민영,노외,-,부산광역시 강서구 대저2동 3972-1,30,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
344,부용주차장,민영,노외,-,부산광역시 강서구 대저2동 4440,20,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
345,맥도주차장,민영,노외,-,부산광역시 강서구 대저2동 5514,28,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
346,천성~외양포간도로2공구 공영주차장,공영,노외,-,부산광역시 강서구 대항동 산 13-31,60,4,요일제,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,무료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
347,오토마트주차장,민영,노외,-,부산광역시 강서구 강동동 1751,52,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
348,엔투로지스주차장,민영,노외,-,부산광역시 강서구 구랑동 1193-5,78,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
349,구서1동공영주차장,공영,노외,부산광역시 금정구 금강로 446번길 20,부산광역시 금정구 구서동 87-50,43,3,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,200,10,200,240,4700,60000,현금,경차|장애인차량 등 할인|감면적용,부산광역시 금정구청,051-519-4516,2023-05-02
350,두실공영주차장,공영,노외,부산광역시 금정구 중앙대로 1893번길 33,부산광역시 금정구 구서동 1052,66,3,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,200,10,200,240,4700,90000,현금,경차|장애인차량 등 할인|감면적용,부산광역시 금정구청,051-519-4516,2023-05-02
351,범어사상마공영주차장,공영,노외,부산광역시 금정구 범어사로 307,부산광역시 금정구 청룡동 439-1,115,4,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,0,0,0,-,-,부산광역시 금정구청,051-519-4512,2023-05-02
352,구서동만남의광장공영주차장,공영,노외,부산광역시 금정구 중앙대로 1810,부산광역시 금정구 구서동 481-1,108,3,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,200,10,200,240,4700,90000,현금,경차|장애인차량 등 할인|감면적용,부산광역시 금정구청,051-519-4516,2023-05-02
353,현대주차장,민영,노외,-,"부산광역시 강서구 대저2동 2400, 2401-1, 2401-6",84,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
354,현대주차장,민영,노외,-,"부산광역시 강서구 대저2동 2400, 2401-1, 2401-6",84,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
355,신공항주차장,민영,노외,-,부산광역시 강서구 대저2동 2405-2,15,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
356,삼성주차장,민영,노외,-,"부산광역시 강서구 대저2동 2405-2,3131-6,3131-7,3132-2,3134-4,3134-5",144,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
357,한국주차장,민영,노외,-,부산광역시 강서구 대저2동 2418-6,4,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
358,부용주차장,민영,노외,-,부산광역시 강서구 대저2동 2441,20,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
359,ABC주차장,민영,노외,-,부산광역시 강서구 대저2동 2455-1,40,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
360,김해주차장,민영,노외,-,부산광역시 강서구 대저2동 2464-3,32,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
361,김해공항라운지주차장,민영,노외,-,부산광역시 강서구 대저2동 2493-2,46,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
362,위드주차장,민영,노외,-,부산광역시 강서구 대저2동 2509-1,30,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
363,드림주차장,민영,노외,-,부산광역시 강서구 대저2동 2510-2,28,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
364,신공항주차장,민영,노외,-,부산광역시 강서구 대저2동 2699,15,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
365,김해공항신공항주차장,민영,노외,-,부산광역시 강서구 대저2동 2699-1,120,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
366,강동주차장,민영,노외,-,"부산광역시 강서구 대저2동 3134-1, 2108-1, 2107-1",118,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
367,금호주차장,민영,노외,부산광역시 강서구 대저로29번길 58,부산광역시 강서구 대저1동 1190,25,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
368,무지개주차장,민영,노외,-,부산광역시 강서구 대저1동 1314-8,17,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
369,동호주차장,민영,노외,-,부산광역시 강서구 대저1동 1491-60,8,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
370,부자집주차장,민영,노외,-,부산광역시 강서구 대저1동 2345-11,10,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
